,block_id,device_id,device_type,hardware_multiplier,operating_system,brand_name,connectivity_tier,processor,processor_quantity,status,total_score,normalized_score,rewarded,potl_minutes,potl_percentage,potl_success,potl_success_list,potl_label,pow_success,pow_success_list,pow_label
3513,2024-08-05 02:00:00+00:00,fede108c-c8a9-47a6-99d1-91eab2bb3faf,gpu,0.25,Linux,NVIDIA,Ultra High Speed,GeForce RTX 3080,2,Success,10200.0,73.79056183989097,0.03324163,60.0,100.0,True,{True},Success,True,{True},Success
3514,2024-08-05 02:00:00+00:00,e9184000-7983-11ec-8000-18c04dbbe4a0,gpu,0.25,Linux,NVIDIA,Ultra High Speed,GeForce RTX 3070,1,Success,5200.0,37.61871780072873,0.01694671,60.0,100.0,True,{True},Success,True,{True},Success
3515,2024-08-05 02:00:00+00:00,8ddd529a-6c9c-4a2f-a3d5-efe134e87127,cpu,0.75,macOS,Apple,Ultra High Speed,M3 Pro,1,Success,15200.0,126.27259095572579,0.05688406,60.0,100.0,True,{True},Success,True,{True},Success
3516,2024-08-05 02:00:00+00:00,d8b6976e-f211-49a8-82f7-39ed201f62c5,gpu,0.75,Linux,NVIDIA,Medium Speed,GeForce RTX 4090 D,4,Success,60100.0,434.78556535073017,0.19586491,60.0,100.0,True,{True},Success,True,{True},Success
3517,2024-08-05 02:00:00+00:00,29c39a9a-212e-4bc1-b377-2c4839fca3a8,cpu,0.75,macOS,Apple,Ultra High Speed,M3 Pro,1,Failed,0.0,0.0,0.0,53.0,90.0,False,{False},Failed,False,{False},Failed
3518,2024-08-05 02:00:00+00:00,cf75e241-d032-4394-8916-3c5aed1a60b8,cpu,0.75,macOS,Apple,Medium Speed,M2 Pro,1,Success,15100.0,125.44185022575391,0.05650983,60.0,100.0,True,{True},Success,True,{True},Success
3519,2024-08-05 02:00:00+00:00,e45e5089-b51d-4b33-a780-6c59b21eaacc,gpu,0.75,Linux,NVIDIA,High Speed,GeForce RTX 4090,5,Success,75150.0,543.6628159086085,0.24491262,60.0,100.0,True,{True},Success,True,{True},Success
3520,2024-08-05 02:00:00+00:00,48a3650f-6b3e-4ec4-b855-cdd68d5e43f1,gpu,0.5,Linux,NVIDIA,Medium Speed,Tesla V100-SXM2-16GB,6,Success,60100.0,434.78556535073017,0.19586491,60.0,100.0,True,{True},Success,True,{True},Success
3521,2024-08-05 02:00:00+00:00,6c1833c0-000f-452e-a2a0-fa40b4a8d548,gpu,0.75,Linux,NVIDIA,Medium Speed,GeForce RTX 4090,1,Success,15100.0,109.23896899826997,0.04921065,60.0,100.0,True,{True},Success,True,{True},Success
3522,2024-08-05 02:00:00+00:00,81f0b4d5-fe18-4fcd-a286-ec831ea149aa,gpu,0.75,Linux,NVIDIA,Ultra High Speed,L4,1,Success,15200.0,109.96240587905322,0.04953655,60.0,100.0,True,{True},Success,True,{True},Success
3523,2024-08-05 02:00:00+00:00,78938877-00fa-4fab-902e-896775369c3d,cpu,0.75,macOS,Apple,Ultra High Speed,M3 Pro,1,Success,15200.0,126.27259095572579,0.05688406,60.0,100.0,True,{True},Success,True,{True},Success
3524,2024-08-05 02:00:00+00:00,21be6c73-1aac-46e8-9191-6118747fdeb1,gpu,0.75,Windows,NVIDIA,Medium Speed,GeForce RTX 3090 Ti,1,Success,15100.0,109.23896899826997,0.04921065,60.0,100.0,True,{True},Success,True,{True},Success
3525,2024-08-05 02:00:00+00:00,9a9fdf1b-ed6b-421d-8d69-015501bac449,gpu,0.75,Linux,NVIDIA,Ultra High Speed,Tesla V100-SXM2-32GB,1,Success,15200.0,109.96240587905322,0.04953655,60.0,100.0,True,{True},Success,True,{True},Success
3526,2024-08-05 02:00:00+00:00,fb61506d-8eaf-4c89-9700-4554016e6312,gpu,0.25,Linux,NVIDIA,Ultra High Speed,GeForce RTX 3080,7,Success,35200.0,254.6497820357022,0.11471622,60.0,100.0,True,{True},Success,True,{True},Success
3527,2024-08-05 02:00:00+00:00,d28d2f3a-ae71-455f-b759-a5e0cfe1de0b,cpu,0.75,macOS,Apple,High Speed,M2 Pro,1,Success,15150.0,125.85722059073984,0.05669695,60.0,100.0,True,{True},Success,True,{True},Success
3528,2024-08-05 02:00:00+00:00,c4e719c8-fe01-4dc4-9ad1-a7a4c9286be4,gpu,0.5,Windows,NVIDIA,Medium Speed,GeForce RTX 3090,2,Success,20099.999999999996,145.4108130374322,0.06550557,60.0,100.0,True,{True},Success,True,{True},Success
3529,2024-08-05 02:00:00+00:00,e2259281-8655-43b4-80d7-36d5d69fbea7,gpu,0.75,Linux,NVIDIA,Ultra High Speed,GeForce RTX 4090,8,Success,120200.0,869.5711307014603,0.39172983,60.0,100.0,True,{True},Success,True,{True},Success
